sentence,label
"All works in which the reactivity was probed in the gas phase by mass spectrometry with at least unit mass resolution, have therefore been restricted to smaller clusters, with ten atoms or less.",Motivation
Another intriguing question is whether other nucleic acid bases are also susceptible to BFPT.,Motivation
"While the Z → E isomerization in all likelihood proceeds photochemically prior to the formation of lumi-R, the nature and starting of the syn → anti isomerization remain elusive issues.",Motivation
"Over the past several decades there has been considerable interest in using ab initio techniques in order to calculate the infrared spectra of molecular ions, which are of interest in ion-molecule reaction schemes pertinent to the production of interstellar molecules.",Motivation
"The simplest molecular ion, H3+, has played a critical role in the synergy between theory and experiment in unravelling the existence of this ion in interstellar space.",Motivation
It is hope that these calculations will assist the interstellar as well as the laboratory detection of these ions.,Motivation
"These workers have also calculated the low-lying ro-vibrational states of this ion, although so far no dipole moment surface or line strengths for the rotational and ro-vibrational transitions have been determined (such information would further assist the identification of this ion in a laboratory or interstellar setting).",Motivation
"Understanding the influence of hydration on molecular conformation and also on the electronic charge distribution in biological molecules, particularly in the amino acids where multiple hydration must eventually lead to zwitterion formation, is a key issue.",Motivation
"Lateral transport plays a key role in biological processes such as, e.g. cellular signal transduction within the cell membrane and membrane formation.",Motivation
"There are numerous indications that lipid rafts might play also a central role in diseases as, e.g. virus infections, Alzheimer and prion diseases.",Motivation
"Nevertheless, thus far these ordered domains could not be directly observed.",Motivation
"Little is known about the difference between these two isoforms, and less in known about their role in cell signaling.",Motivation
"It is, therefore, important to study protein–protein interactions within these domains and to determine whether these interactions can change.",Motivation
On-site detection methods for DNA have been demanded in the pathophysiology field.,Motivation
"Pathophysiological analysis requires a simple and accurate method, rather than high-throughput.",Motivation
"Little is known about the operation of comparable synthetic mechanisms in other tissues and cell type, especially from human subjects.",Motivation
"This ability is important, as these two cell types have very different functions in vivo.",Motivation
"However, a detailed kinetic study of these changes has not been reported.",Motivation
"The in depth knowledge of various thermodynamical properties of proteins in solution has been drawing attention of many researchers, as these form the basis for understanding their physiological functions, but also their use in drug design and formulations.",Motivation
Here the calculated liquid–liquid and solid–solid phase diagrams can be analyzed in finer details to exhibit the combined influences of the strength and range of interactions.,Motivation
Polyphenylene oligomers can exhibit intense electroluminescence and it would be of interest to study their properties when encapsulated within zeolites.,Motivation
"There are a few reports on its photocatalytic and electrochemical properties, but none on photoinduced hydrophilicity of brookite films.",Motivation
Lysozyme and cytochrome C are excellent model systems since their shape is globular and very close to a sphere.,Motivation
"The advantage of gas phase measurements is the applicability of spectroscopy methods such as resonant two-photon ionization (R2PI) spectroscopy combined with mass-selective detection, spectral UV/UV or IR/UV hole burning (UV/UV SHB or IR/UV SHB) spectroscopy and resonant two-colour two-photon ionization photoelectron spectroscopy (R(1 + 1′)PI PES).",Motivation
Further advantages of gas phase investigations are usually sharp spectra which reveal detailed structural information.,Motivation
"Most importantly, however, gas phase data can be directly compared to theory.",Motivation
"For this reason, new kinetics studies of important atmospheric processes (like reactions (1) and (2)) that focus on high accuracy are needed.",Motivation
The accuracy of the calculated PES is the target of most theoretical methods.,Motivation
"Nonetheless, the nature of the structural change is not well characterized yet and under controversial discussion.",Motivation
Coexistence curves of solutions of RTILs are of technical interest in view of applications in chemical engineering as reaction media and in separation processes.,Motivation
"Clearly, the knowledge of coexistence curves is essential for designing such processes.",Motivation
"From a scientific point of view, RTILs are of interest for studies of the nature of the critical point in liquid–liquid phase transitions driven by Coulomb interactions.",Motivation
"Therefore, it is worthwhile to investigate the critical properties of solutions of RTILs, which now are commercially available in good quality, chemically stable, and therefore well suited for accurate measurements.",Motivation
"Semi-empirical crossover theory allows describing the experiments, but a physical explanation is not available.",Motivation
"Therefore, precise measurements of coexistence curves are required to judge the validity of those theoretical reasoning.",Motivation
"The investigation of electrochemically driven ion-transfer processes across liquid|liquid interfaces has been shown to be of fundamental interest as well as of interest for specific ion sensing in aqueous media and for the replication of redox chemistry occurring in both chemical (i.e., aqueous emulsion system, etc.) and natural systems.",Motivation
"The literature has many examples of anion insertion, however, much fewer examples of cation insertion have, so far, been reported.",Motivation
It is clear that more detailed knowledge of the complexation of MnII and MnIII with bicarbonate is required for understanding the thermodynamics consequences.,Motivation
"One of them, the 33 kDa protein (PsbO), is of special interest because it is ubiquitous in all photosynthetic organisms performing water-splitting and its extraction results in a strong decrease of the oxygen evolving activity.",Motivation
"However, the role of H-bonds in energy deactivation and dissipation is not well understood.",Motivation
"Hence, the procedures for detection were very troublesome and time-consuming and good instrumental skills were necessary.",Motivation
"Such endeavours have obvious importance for more detailed descriptions of molecular interactions, and for describing ion solvation in bulk contexts.",Motivation
"To date, there have been no reported electronic structure calculations or infrared spectra of the larger halide–ammonia clusters which are essential for defining cluster structures.",Motivation
"Terpy, like bpy, can stabilise the +2 oxidation state of chromium and hence its complexes have some potential as optical recording materials.",Motivation
"However, the signals of glutamate and glutamine overlap to a large extent both with each other and with macromolecules such as proteins, making their reliable estimation very difficult.",Motivation
"These resonances can comprise 30% of the total signal, and spectral modelling is generally unable to find a unique solution to discriminating between these broad signals and the superimposed sharper peaks from small metabolites.",Motivation
"Since ion solvation processes are of great importance in a wide variety of systems, hydrated ions have become an increasingly important subject of both experimental and theoretical studies.",Motivation
"In ion channels of the nervous system, the binding of potassium to ligands is an essential part of the mechanism for message transport.",Motivation
"In order to understand such biological processes, detailed knowledge of ion structures in solution is required.",Motivation
"To the best of our knowledge, the coplanar double-cage dodecahedrane C35H30 molecule has not been reported before.",Motivation
"To the best of our knowledge, however, previous work has focused almost exclusively on the MP2 approach.",Motivation
We therefore felt that there was scope to explore metallophilicity in these group 11 dimers using methods beyond MP2.,Motivation
"It is now well established that there are four rows of the d-block, and we are currently embarking on an investigation of the chemistry of the transactinide (6d) elements.",Motivation
"Correlation between structure and ease of reduction, which has received particular interest, remains an open question.",Motivation
Current interest in the pyrochlore structure in CZMOs is strong as its formation has been suggested to enhance oxygen storage behaviour.,Motivation
It is necessary to know the parameters that govern this process in order to evaluate the rate of transfer and thereby the compounds' budgets in either phase.,Motivation
"Possibly, because of this lack of data, these species are not included in current chemical multiphase mechanisms despite of their atmospheric importance, see ref. 11 and references therein.",Motivation
"While such processes have been extensively studied in gas phase species, the influence of an environment on conical intersections has not yet been systematically investigated.",Motivation
"The importance of understanding environmental effects on the processes at and near CIs is highlighted by a number of recent studies of biologically relevant systems, notably the chromophores of the rhodopsin family and other photoactive proteins, porphyrin-quinone complexes as well as the building blocks of DNA.",Motivation
These studies reveal the crucial role of CIs and suggest that a solvent or protein environment has a pronounced impact on the electronic structure and CI topology.,Motivation
The study of gas-phase biomolecules is essential in order to differentiate the relative importance of the intrinsic and environmental influences on the biomolecule's conformation.,Motivation
"To find the most stable hydrates, one should not only investigate clusters involving the most stable conformer, but one has to consider several of the low-lying conformers, as the interaction with water may change the relative stability of the conformers.",Motivation
"To assess the impact of these chemical species on the environment, a detailed understanding of the kinetics and mechanisms of their atmospheric degradation is required.",Motivation
"Trapping excess electrons in molecules and clusters either by fields of dipoles, higher multipoles or in covalent states, is a phenomenon with relevance to fundamental properties of molecular systems.",Motivation
An electron trapped in a localized bound state of the system may significantly affect its chemical and physical properties.,Motivation
The pyrrole molecule is an almost ideal model system for which the photochemical dynamics can be studied in detail.,Motivation
"In addition, it is a building block of many biologically important compounds which may show related mechanisms.",Motivation
"Last but not least, it plays a role in the synthesis of biologically active compounds, pesticides, organic polymers, and organometallic magnets.",Motivation
"As can be seen, the absorption bands are very broad and unstructured and this has hampered their analysis for a long time.",Motivation
"The analysis of the weak 240 nm band has, however, been controversial.",Motivation
"Direct experimental evidence for these theoretically predicted processes had, however, been missing.",Motivation
Investigations of a transition to the high pressure range of the reaction have been made only rarely.,Motivation
"However, because of the large importance of the reaction in combustion, even modest deviations may become relevant when precise rate constants are required.",Motivation
"Due to restrictions of molecular diffusion near surfaces, the kinetics of heterogeneous hybridisation assays are slower, as characterised in literature.",Motivation
"Although standard dual-color cross-correlation in principle allows the direct determination of slow irreversible enzymatic cleavage reactions with reaction rates of a few minutes (i.e. reactions that are clearly slower than the time needed for data acquisition), fast reaction mechanisms could so far not be resolved.",Motivation
"It should be taken into account that the kinetic mechanism for the HER must be unique, independently if the reaction proceeds in the anodic (hor) or cathodic (hydrogen evolution reaction, her) direction and therefore, the set of kinetic parameters must be valid for both cases.",Motivation
"Besides, the correct interpretation of the experimental results needs the appropriate description of the behaviour of the reaction intermediate H(a) and/or those of other adsorbed species.",Motivation
These two aspects should lead to a successful description of the HER in the whole range of overpotentials.,Motivation
"The application of micro total analysis systems has grown exponentially over the past few years, particularly diversifying in disciplines related to bioassays.",Motivation
The influx of interdisciplinary interest offers distinct and critical benefits to the application driven life sciences.,Motivation
"In order to elucidate the function of glycoconjugates on the cell surface, it is necessary to design a suitable glyco-microarray.",Motivation
"The details of charge separation process are not precisely understood yet, especially with regard to the role of the “accessory” Chl on the active branch of the RC (ChlD1 according to the nomenclature in ref. 2).",Motivation
"For PS II core complexes it was initially proposed that excitation energy equilibrates rapidly within several hundreds of femtoseconds between the core antenna and the RC, and that then charge separation occurs within several picoseconds (trap-limited model).",Motivation
"In contrast, calculations of energy transfer rates performed on the basis of the recently published PS II structures suggested slow energy transfer from the core antenna to RC, even though most of the Chls in the core antenna are oriented in a way favourable for efficient transfer to the RC.",Motivation
It is thus desirable to develop approximations for eqn. (1) which combine efficiency and accuracy.,Motivation
Earlier investigations led to conflicting conclusions.,Motivation
"A new assignment of the ring-puckering states in S1, needed to understand the molecular geometry and the anomeric effect, is still missing.",Motivation
"In order to succeed in the reassignment, we need to be sure of the assignment in S0.",Motivation
" To the best of our knowledge, such techniques have not yet been applied to the analysis of information structure of scientific documents by aforementioned approaches.",Motivation
Rhetorical sentence classification is an interesting approach for making extractive summaries but this technique still needs to be developed because the performance of automatic rhetorical sentence classification is still poor.,Motivation
" Management of Chinese forests is becoming increasingly complex, involving a variety of data sets, software, and computing environments.",Motivation
Virtual Reality (VR) is an emerging technology and is disrupting various parts of the businesses.,Motivation
 The need for developing a low-cost assistive system for the visually impaired and blind people has increased with steady increase in their population worldwide.,Motivation
"Trials to introduce artificial intelligence (AI) in clinical settings have been done for several decades, but the movement toward such introduction remains slow.",Motivation
" As civilization progressed in the digital age, a need for the human establishments to keep up with this progress arose.",Motivation
" In medical practice, there is no appropriate widely-used application of a system based on artificial intelligence (AI) for identifying defects in the movement of human legs, or for controlling the actuators of prosthesis.",Motivation
" However, it should be noted that artificial intelligence is still in its infancy, and there are still many areas that need to be improved.",Motivation
Latest research experiences show that it is nearly impossible to design a recognizer that covers all words uttered during the practical applications.,Motivation
"Due to the massive size of the web, it is practically impossible to download the whole web.",Motivation
"However, in this big data era, getting the right information is not an easy task.",Motivation
" For example, a variety of applications in the aircraft, automotive, and energy exploration industries require power conversion systems to operate at an ambient temperature significantly > 200 °C, far beyond Si material limits.",Motivation
" These devices enable power electronics systems to reach ultrahigh efficiency and high-power capacity needed for various smart grid and renewable energy system applications such as photovoltaic (PV), wind, energy storage, electric vehicle (EV), flexible ac transmission system (FACTS), and high voltage dc (HVDC) transmission.",Motivation
" This paper intends to provide a comprehensive and comparative discussion of these important power device technologies that are critical for industrial, smart grid, and renewable energy applications.",Motivation
" To do so, they must create motivating processes to promote satisfaction and knowledge consolidation during their transference.",Motivation
" As most of weapon systems complicated functionalities and controls are implemented by software which is embedded in hardware systems, it became more critical to assure high reliability for software itself.",Motivation
" In order to support more complex functionalities required from the users, some of mission-critical parts of systems are controlled by only software.",Motivation
" Therefore, it has become very important to implement and/or acquire high reliable software systems.",Motivation
" For this reason, it is required to consider not only test activities but also the whole life cycle in order to guarantee high reliable software systems.",Motivation
" With convenience of Internet, e-Learning provides a more effective and facility platform for learners.",Motivation
" To provide a good learning environment, it is important to simulate the employees managed by the player as realistically as possible.",Motivation
" Therefore, there exists an increasing demand to provide reliable software products.",Motivation
" Software is embedded in everything and plays an important role from expensive scientific computing systems, financial banking systems or university computer centers to general industrial applications or home personal computers.",Motivation
" Since these demands for complex and large-scale software systems have increased more rapidly than before, the possibility of programmers' design errors and incompleted debugs will grow relatively.",Motivation
 To remedy this deficiency and provide useful data to other researchers we conducted a survey study on the current RE state of practice.,Motivation
 The motivation behind this paper is to contribute to this debate and to empirically investigate whether the RE discipline has indeed been impacted negatively with the agile processes.,Motivation
 To remedy this deficiency and provide useful data to other researchers we conducted a survey study on the current RE state of practice.,Motivation
" Till date, various processes and methodologies have been developed over the last few decades in order to improve software quality, efficiency of the product and most important accuracy.",Motivation
" To remedy this deficiency and provide useful data to other researchers we conducted a survey study that drew participants from wide range of professions, industries and geographic locations.",Motivation
 To remedy this deficiency and provide useful data to other researchers we conducted a survey study on the current RE state of practice.,Motivation
"After transmission of these watermarked images to receiving end, the receiving end will extract the shares from watermarked images and stacking of these extracted meaningful shares will generate the original secret image.",Motivation
" A typical image watermark algorithm must satisfy the following properties: imperceptibility, robustness, capacity, security.",Motivation
" In order to communicate with nodes outside their direct wireless transmission range, nodes forward packets for other nodes, resulting in multi-hop routes.",Motivation
" All the nodes are preload with a global symmetric key, which is vulnerable to any point of compromise: If any single node is compromised, the security of the entire network is collapsed.",Motivation
" On one hand there is Moore's Law, which seems to continue inexorably1, making traditional computing systems more capable than ever before.",Motivation
" Indeed, lattice-based cryptography promises to enhance security for long-lived systems, i.e., critical infrastructures, as well as for safety-critical devices such as smart medical implants [13].",Motivation
" In order to provide more flexibility, we consider both a full distribution system and a partial distribution system.",Motivation
" To support our idea, we implement our schemes in OPNET to analyze its efficiency and practicality.",Motivation
It is said that “One picture is worth more than thousand words” as it can provide clear and more pictorial information than the information collected from the description for human interpretation.,Motivation
 Various confidential data such as military maps and commercial identifications are transmitted over the Internet.,Motivation
 The secret will be visible if any k (or more) transparencies are stacked together; but none secret information will be revealed if the stacked transparencies are fewer than k.,Motivation
"  In this paper, we are interested in enhancing the TCP performance during a transient failure.",Motivation
 This is very useful to find the Spoofed IP Packets/TCP SYN flood and preventing them.,Motivation
 There is no security built into the Internet infrastructure to protect hosts from other hosts and regulating their own behavior.,Motivation
 Attackers can forge the source address of IP packets to maintain their secrecy and also to redirect the blame for attacks.,Motivation
This attack prevents legitimate users from accessing the regular Internet services.,Motivation
 Fingerprinting is not reliable enough to depend on.,Motivation
" However, because of performance concerns and some incompatibilities with TCP extensions, such as large windows, operating systems generally do not activate the SYN cookie mechanism until the host's SYN queue fills up.",Motivation
" Administrators may be able to forcibly enable SYN cookies for all connections, but should be aware of the side effects.",Motivation
 New extensions are required to support network mobility.,Motivation
A lot of researches have been done in recent years to enhance the performance of TCP in wireless mobile networks.,Motivation
 To our knowledge this is the first treatment of this issue.,Motivation
" In building a weather station, it is needed a network to transmit the data of weather condition to the base station.",Motivation
But most of these stations are only in one direction to send the information to the base station.,Motivation
User just only see the weather information report at the base station without being able to do something to change the configuration or another important setting in weather station.,Motivation
"  Of the six papers [1]–[2][3][4][5][6], the remote control is designed to devices in order to set or control the devices through the TCP/IP network.",Motivation
This paper studies the TCP/IP communication issue of data stream in networked control systems (NCS).,Motivation
"To realize such an Internet based control, the key issue is how to realize an unseemly and safely link between the field control network and the outside network.",Motivation
" In addition, it slows down the data processing speed [5].",Motivation
" Therefore, in order to ensure the rapid and reliable communication as well as reducing the code redundancy, the TCP/IP protocol stack applied in the test terminal must to be simplified for accomplishing the network communication with the embedded equipment [6].",Motivation
"In order to meet the actual requirements of the test terminal of the electricity information acquisition test system, this protocol stack based on basic function of the TCP/IP protocol stack adopts the client/server flexible switch mechanism to make the test terminal acted as a dual communication role of the client and the server.",Motivation
 There need reliable error check code when water meter data transmitting.,Motivation
 The practice shows that good teaching result will be received with the aid of Wireshark and it is worth popularization and application.,Motivation
The rapid deployment of ad hoc networks has been motivated the research of efficient solutions to better information delivery.,Motivation
"In order to overcome the limitations, approximate decoding is proposed in [4], which exploits source correlation and uses it for data recovery approximately.",Motivation
" Ultimately, this will result in the students' increased ability to do work in their respective areas.",Motivation
 The formers of this operation neglect the interrelationship between the hazards (the hazards may not be independent).,Motivation
" They take the hazards into account, but they neglect the favorable information.",Motivation
" This operation can find high-risk applicants, but may not be good at finding moderate-risk applicants.",Motivation
The surprising development of information technology has created a new vision for network learning that its influence has already spread over the world to facilitate educational innovation.,Motivation
" Therefore, many countries have been paying attention to computer technology and expect it can facilitate the education reform in an effective and efficient ways.",Motivation
" Accordingly, the learners can voluntarily construct their own knowledge since the theme is strongly connected with our daily life and developed from learners' willingness.",Motivation
" When learners engage in the theme-based learning processes on Web, they are experiencing the activities of exterior and interior circulation synchronously.",Motivation
The learners engaged into the theme-based learning can propose their own interested topics to ask for feedback from other team members.,Motivation
" Notably, the interaction of learners on the learning platform can influence the relatively inactive learners to trigger their interests effectively on some specific topics through the events and activities originated by their team members.",Motivation
" It can improve classification accuracy by up to more than 10%, even when the connection between the auxiliary and the target tasks is not apparent.",Motivation
" Because of this, potential malicious attacks and compromised hosts may be missed.",Motivation
 The first group is data scientists or machine learning researchers who do not have cyber security domain knowledge but want to build machine learning systems for security operations center.,Motivation
" The second group of audiences are those cyber security practitioners who have deep knowledge and expertise in cyber security, but do not have machine learning experiences and wish to build one by themselves.",Motivation
"Recent developments in information systems as well as computerization of business processes by organizations have led to a faster, easier and more accurate data analysis.",Motivation
"With the rapid development of e-commerce, financial data mining has been one of the most important research topics in the data mining community.",Motivation
 It is impossible to consider all training data simultaneously to accurately estimate the class distributions.,Motivation
 Its basic idea is to find the hyperplane which can separate data belonging to two classes with maximum margin.,Motivation
"In order to accurately build the learner's learning style in E-Learning, according to the needs and preferences to provide personalized learning materials and harmonious human-computer interaction environment.",Motivation
Clear understanding of potential attacks against machine learning systems is of paramount importance.,Motivation
The theory of machine learning in metric space is a new research topic and has drawn much attention in recent years.,Motivation
" So far, SVMs have already been successfully applied to many real fields[15], [16].",Motivation
 It is necessary to develop a learning machine in general spaces.,Motivation
This paper also emphasizes the need for semantics in current recommendation system to recommend products accurately.,Motivation
"With the development in ubiquitous computing and networking, distance education has become one of the most popular ways people study.",Motivation
"Along with the rapid development of network education, it becomes an urgent demand to provide personalized services for users in distance educational system.",Motivation
 The paper mainly introduces how to find user's individual characteristics and how to recommend educational resources for users.,Motivation
" Therefore, drawing the personalized feature into distance education to filter educational resources and realizing personalized recommendation service is very necessary.",Motivation
 It is of great significance to meet the user's personalized demand and achieve the effective utilization of resources.,Motivation
" RSs are useful in many domains, such as web personalization, information filtering and e-commerce.",Motivation
" To efficiently support software engineers, recommendations must consider knowledge bases of discrepancies and resolution options.",Motivation
" With millions of candidates browsing through job postings everyday, the need for accurate, effective, meaningful, and transparent job recommendations is apparent more than ever.",Motivation
" However, asking users to rate or rank jobs based on their relevance is not realistic or applicable in a realworld recruiting systems.",Motivation
 The existing studies have not addressed this issue.,Motivation
 Combining online news websites with various activities can attract more users and create more benefits.,Motivation
"With the rapid growth of social tagging users, it becomes very important for social tagging systems how the required resources are recommended to users rapidly and accurately.",Motivation
" In group-oriented recommendation field, the design of a commonly acceptable recommendation list is a tough task.",Motivation
"In recent years, the recommendation system has gradually become an important tool for people to find useful information from massive data[1], [2].",Motivation
" It is estimated that there are about 65 million patients in globe suffering from epilepsy and epilepsy, if not impossible, is extremely hard to cure eventually.",Motivation
" By exploiting the patients' electronic medical records, the system is designed to implement collecting, searching, statistical analysis, drug diagnosis and other functions as well to carry out a deep analysis on in order to achieve effective treatment of epilepsy drugs.",Motivation
" But with the rapid development of the network, the exponential growth of information makes people ineffective to get useful information.",Motivation
" An excellent recommendation system will not only provide users with personalized service, but also establish a close relationship between users, making users becoming dependent on the recommendation.",Motivation
"Although search engine [1] and some portal sites filter information to a certain extent, traditional search engines seem not enough for information that cannot be explicitly described in language.",Motivation
" At almost the same time, SIGCHI'99—International Conference on man-machine interface [10], also set up a research and development organization in order to enable personalization technology developed rapidly in a short time.",Motivation
" technology and e-commerce, recommendation system has become an important research component, and was gradually applied to various fields.",Motivation
" This increased interaction which helps people and individual users to get the best recommendation, which tries to satisfy people's likes and needs.",Motivation
" However, the exploration of deep neural networks for content based recommendation has received a relatively less amount of inspection.",Motivation
 Each recommendation scenario has its unique attributes which creates the need for different approaches in building recommendation systems.,Motivation
"Although these types of recommendations are useful and effective to users who visit a landmark or view a scene, it cannot meet the requirement for users who would like to take a nice photo at a view point.",Motivation
 The traditional tourism industry is increasingly unable to meet the needs of users.,Motivation
" Therefore, there is a need for more accurate means to interlink them in a social-enhanced interest network, and to analyze and quantify the social influence.",Motivation
" Therefore, there is a need for more accurate means to capture and model the interests of the user across domains, and to interlink them in a social enhanced interest network, in order to provide rich recommendation using the intrinsic links among services [3].",Motivation
" With the development of the research, the new e-commerce recommendation system should take advantage of as much information as possible, collect various types of data, efficiently integrate multiple recommend technologies in order to provide more effective recommendation services.",Motivation
" Alone, these algorithms are failed to recommend best and efficient recommendations to user.",Motivation
 So how to find useful information becomes more and more important.,Motivation
 So it can help them to find the news they are interested in and save much time.,Motivation
 This demands a new paradigm of making user-customizable recommendations that give a combination of similar and surprising items.,Motivation
" Universities offer learning objects in each semester where student's background, expertise and interest are not fully considered.",Motivation
 Effective recommendations for group of users to minimize the dissatisfaction among users in the group have become an important research question [2].,Motivation
"Most of the existing learning objects recommender systems are not capable of extracting knowledge-based information and considering multiple factors to advice students, while recommending learning object set to students.",Motivation
 This is what we want to provide; a recommendation system capable of providing a set of learning objects which is more appropriate to students.,Motivation
" However, devices still need to be controlled by users.",Motivation
" It not only help users maintain their relationships, but also expand their interest and explore potential friends with the same interests.",Motivation
" However, there is relatively few research on the algorithms that recommend potential friends to users.",Motivation
"Many companies depend on recommender systems to help drive their revenue, like Netflix [3], Amazon [4], Career-Builder [5], etc.",Motivation
" Netflix, like many other websites, depends heavily on recommendations in order to keep their customers interested in their service.",Motivation
" Many of these diseases remain unnoticed for a longer duration, which leads to their unchecked progression.",Motivation
" Hence, there arose a need to develop an intelligent agent that could combine many classification algorithms and produce more certain, precise and accurate results.",Motivation
" So in practical work, how to get better classification effect in limited sample condition are important issues that the remote sensing workers need to resolve.",Motivation
" With the development of audio recognition and research, more and more attention has been paid to the field of music emotion classification.",Motivation
  Twitter sentimental analysis and Twitter topic classification are two current areas in which researchers are currently working.,Motivation
 It is useful and helpful for the construction of the statistical and rule-based classification of Tibetan texts as well as construction of high-quality Tibetan corpus.,Motivation
 It has drawn more and more attention since accurate classification can reduce searching time and expediate matching speed [1].,Motivation
" In order to determine when the Gaussian filtered spatial information is sufficient, an automatic stopping rule is also proposed.",Motivation
" Sites have been increasing dramatically, introducing new forms of information and at the same time the need for faster, more reliable and more efficient information retrieval.",Motivation
 The task of genre classification was performed manually in early days.,Motivation
 The musical genre classification is labeled manually and it is very hard to define precisely music piece to correspond musical genre.,Motivation
"Although there have been many attacks against Tor, few have focused on the disclosure of privacy through application type information.",Motivation
" Other alternatives [1], [4] for aggregations need huge cost to carry out data analysis for the entire dataset, which is not suitable for frequent iterations in clustering.",Motivation
" Due to irreplaceable battery powered devices, which are installed such as hazardous places, energy conservation is main concern to make the network last long.",Motivation
" Fuzzy clustering from the sample to the category of uncertainty description, it is possible to more objectively reflect the real world.",Motivation
" Therefore, how to determine the clustering of the best number of fuzzy clustering analysis has become a major research topic.",Motivation
 But their main flaw is the lack of direct correlation between certain characteristics of their monotonous trends and the data itself.,Motivation
" Furthermore, small-to medium-sized HPC sites tend to have very limited resources for user support and application performance tuning.",Motivation
Give the users instant feedback and live performance data of their jobs.,Motivation
Idendify applications with significant optimization potential and provide initial profiling data.,Motivation
" Monitoring systems require a node level data acquisition agent, an infrastructure for collecting and storing the data, some means of connecting job information to monitoring data and finally a front-end for analyzing, processing and presenting the data in a meaningful and accessible way.",Motivation
Fine-grained venue discovery from a photograph was almost impossible years ago because we lack reliable venue data sources.,Motivation
" To the best of our knowledge, this is the first study that focuses on the joint optimization by visual and textual diversity of venues over an integrated venue-related multimodal data.",Motivation
" Although each featured article of a venue in Wikipedia contains rich text information about the venue, its accompanying photograph cannot well represent all the visual information.",Motivation
"Due to rapid growth of papers and scientific texts on the web, it has become difficult for the researchers to grasp on focal information.",Problem
An extraction process of rhetorical sentences has become one of the problems in the study of automatic text summarization with a rhetorical sentence basis.,Problem
This makes it increasingly difficult for the researchers in this area to keep up with the latest developments.,Problem
"In spite of extensive prior research on document summarization, none of them to our knowledge has addressed the problem of summarization of related work, which is often found in scientific papers.",Problem
"In this paper, we address the problem of related work summarization from scientific papers.",Problem
"Time constraints often lead a reader of scientific paper to read only the title and abstract of the paper, but reading these parts is often ineffective.",Problem
"Major domain databases offer large-scale archives of semi-structured results, but they tend to be incomplete or not up-to-date.",Problem
"Despite significant adoption of online resources and advances in information retrieval technology, important barriers, such as lack of time and efficient access to answers, still challenge clinicians’ use of clinical knowledge resources.",Problem
"In searching for relevant articles, using only keywords are not sufficient anymore.",Problem
"Requiring large amounts of annotated data, these approaches are expensive to develop and port to different domains and tasks.",Problem
"However, relying on fully supervised machine learning (ML) and a large body of annotated data, existing approaches are expensive to develop and port to different scientific domains and tasks.",Problem
"Recent intensive research in natural language processing in the biological domain (bioNLP) has made major progress in the extraction of bio-named entities and biological interactions (e.g. [1—3]), but further advancement aimed at pinpointing and organizing factual information remains a challenge.",Problem
"The nominal task of generating a coherent narrative summarizing a document is currently considered too problematic since it encompasses discourse understanding, abstraction, and language generation.",Problem
Lightning has been one of the major problems for insulation design of power systems and it is still one of the main causes of forced outages in transmission and distribution lines.,Problem
Computation occurred within human brain is very much awesome and is not possible to be emulated 100% exactly in Artificial Intelligence (AI) method-based machines.,Problem
"With the increase in the number of workstation and more and more sensors, some data may be facing problems on the storage, delay, channels limitation and congestion in the networks.",Problem
The purpose of this article is to describes explores ways to solve the difficult problems in the study of the intelligent information retrieval system.,Problem
"On the other hand, strategic decision which impacts to the continuance of having a nation and having state is a critical and crucial matter, and it should be done in precise and quick manner especially in the case of contingency and faced to mutiple-data multiple-decision-alternative problems.",Problem
"The Primitive algorithms which are used take Polynomial Time for computing such vector problems which are not fruitful for us, on the other hand, Quantum algorithms have the capability to solve such vector problems in a considerable amount of time by using Quantum-Mechanical operations.",Problem
This system have been processed manually where it is not efficient and time consuming.,Problem
The amount of computer viruses has grown significantly and antivirus software becomes inefficient when analyzing new threats.,Problem
But there was some problem to make robot for multi tasks.,Problem
"On the other hand, it becomes too difficult to make objective decisions in some situations.",Problem
This process is causing time loose and also quite exhausting.,Problem
"On the other hand, however, all of them are facing critical difficulties and lack of mutual understanding to each other.",Problem
It is found that the truly pertinent issues in developing and fielding AI systems are managerial rather than technical in nature.,Problem
"It is argued that the artificial intelligence (AI) and robotics communities, although addressing similar problems, typically focus on very different aspects of those problems.",Problem
The focus of this paper is to analyze the supply chain routes by means of artificial intelligence techniques for reducing transportation costs.,Problem
Main challenge is to find adequate methods for searching large amounts of data or data lakes.,Problem
It is hard for tradition training method to satisfy the training requirement of new technology and equipment in the background of modern industry.,Problem
Traditional training methods were facing severe challenges.,Problem
